Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Tofu Stir Fry w/Black Bean Sauce,Chicken Sundried Tomato Pesto Pasta,To Order,Thai Peanut Chicken Stir Fry (w/nuts),To Order,Spicy Turkey Citrus Stir Fry,To Order,Spicy Veg Stir Fry w/Peanut (w/nuts) (v),To Order
Vegetable Fried Rice (vgn),Chicken & Vegetables w/Alfredo Sauce,To Order,Long Grain Rice (vgn),To Order,Vegetable Lo Mein (vgn),To Order,Chicken Fried Rice,To Order
Grilled Turkey Burger on Wheat Bun,Pancakes (v),Grill (Cafe),Veggie Burger on Whole Wheat Bun (vgn),Grill (Cafe),Banana Wheat Pancakes (v),Grill (Cafe),Whole Wheat Pancakes (v),Grill (Cafe)
Shoestring French Fries (vgn),Grilled Mozzarella & Tomato on Wheat (v),Grill (Cafe),Blintz with Strawberry Compote (v),Grill (Cafe),Cream of Wheat (vgn),Grill (Cafe),Chilaquiles de Queso (No Egg) (v),Grill (Cafe)
Tabouli Salad (vgn),Southwestern Chopped Salad (v),Salads/Deli (West Side),Chickpea Salad (vgn),Salads/Deli (West Side),Santa Fe Salad (vgn),Salads/Deli (West Side),Caesar Salad (v),Salads/Deli (West Side)
Roasted Garlic Roll (v),Sourdough Roll (v),Bakery,Garlic French Bread (v),Bakery,Garlic Roll (v),Bakery,Cheese Bread (v),Bakery
Pecan Pie Bar (w/nuts) (v),Ginger Cookie (v),Bakery,Donut Muffin (v),Bakery,Strawberry Muffin (v),Bakery,French Peach Crumb Pie (vgn),Bakery
Chicken Noodle Soup,Gumbo Soup (vgn),Blue Plate Special,Beef Noodle Soup,Blue Plate Special,Lentil and Brown Rice Soup (vgn),Blue Plate Special,Chicken Vegetable Soup,Blue Plate Special
Baked Ono with Garlic & Herb,Shaved Turkey on Wheat,Blue Plate Special,Herbed Rotisserie Chicken w/Beet Dip,Blue Plate Special,Kale/Peppers and Garlic (vgn),Blue Plate Special,Crookneck Squash & Herbs (vgn),Blue Plate Special
Vegetable Medley (vgn),Spinach Rice Casserole (v),Blue Plate Special,Roasted Potato Wedges (vgn),Blue Plate Special,Green Beans (vgn),Blue Plate Special,Baked Sweet Potato (vgn),Blue Plate Special
Beef Fried Taco,Chicken and Black Bean Burrito,Taqueria (East Side),Potato Vegetable Taco (vgn),Taqueria (East Side),Quesadilla w/Roasted Poblano Chile (v),Taqueria (East Side),Bean and Cheese Hard Shell Taco (v),Taqueria (East Side)
Chicken & Veggie Stir Fry w/Brown Rice,Pork Stir Fry with Green Beans,To Order,Greek Pasta w/Feta Tomato & Spinach (v),To Order,Turkey Stir Fry with Brown Rice,To Order,Spicy Veg. Stir Fry w/Brown Rice (vgn),To Order
Vegetable Chow Mein (vgn),Wild Rice Blend (vgn),To Order,Vegetable Chop Suey (vgn),To Order,Brown Rice (vgn),To Order,Vegetable Tagine (vgn),To Order
German Potato Salad,Marinated Italian Vegetable Salad (vgn),Salads/Deli (West Side),Jicama Salad (vgn),Salads/Deli (West Side),Macaroni Salad (v),Salads/Deli (West Side),Apple Blu Cheese Walnut Salad(w/nuts)(v),Salads/Deli (West Side)
Pizza Bread (v),Strawberry Shortcake (v),Bakery,Pineapple Pizza on Wheat (v),Pizza,Ground Beef Soft Taco,Taqueria (East Side),Black Bean Burger (vgn),Grill (Cafe)
Cream Cheese Pie (v),Lemon & Walnut Sponge Cake (w/nuts) (v),Bakery,French Crumb Apple Pie (vgn),Bakery,Mexican Chocolate Cake (v),Bakery,Lemon Scone (vgn),Bakery
Vegetable Noodle Soup (vgn),Tomato Basil Soup (v),Blue Plate Special,Pozole Soup with Condiments,Blue Plate Special,Curried Chicken Soup,Blue Plate Special,French Onion Soup (vgn),Blue Plate Special
Chicken Philly Sandwich,Chicken Caesar Sandwich on Focaccia,Blue Plate Special,Italian Chopped Sandwich,Blue Plate Special,Turkey Sub Sandwich,Blue Plate Special,Chipotle Beef Wrap,Blue Plate Special
Pepperoni Pizza,Three Cheese Pizza on Wheat (v),Pizza,Vegetable Pizza on Wheat (v),Pizza,Buffalo Chicken Pizza,Pizza,Chicken Garlic Pesto Pizza,Pizza
Olive Pizza (v),Chicken Mushroom Pizza,Pizza,Mushroom Pizza (v),Pizza,Greek Pizza (v),Pizza,Vegetable & Jalapeno Pizza on Wheat (v),Pizza
Pancakes (v),Banana Wheat Pancakes (v),Grill (Cafe),Whole Wheat Pancakes (v),Grill (Cafe),Grilled Turkey Burger on Wheat Bun,Grill (Cafe),Veggie Burger on Whole Wheat Bun (vgn),Grill (Cafe)
Sausage Link,Grilled Ham,Grill (Cafe),Sausage Patty,Grill (Cafe),Grilled Cheese on Sourdough (v),Grill (Cafe),Arroz con Leche (v),Grill (Cafe)
Santa Fe Salad (vgn),Chickpea Salad (vgn),Salads/Deli (West Side),Southwestern Chopped Salad (v),Salads/Deli (West Side),Tabouli Salad (vgn),Salads/Deli (West Side),Dandelion Greens w/Matzo Crumbles (vgn),Salads/Deli (West Side)
Sliced Cantalope (vgn),Sliced Pineapple (vgn),Salads/Deli (West Side),Sliced Honeydew (vgn),Salads/Deli (West Side),Grapefruit Halves (vgn),Salads/Deli (West Side),Spinach Salad,Salads/Deli (West Side)
Sliced Honeydew (vgn),Grapefruit Halves (vgn),Salads/Deli (West Side),Sliced Cantalope (vgn),Salads/Deli (West Side),Sliced Pineapple (vgn),Salads/Deli (West Side),Grilled Cheese/Tomatoes/Chiles (v),Grill (Cafe)
Grapefruit Halves (vgn),Sliced Honeydew (vgn),Salads/Deli (West Side),Sliced Cantalope (vgn),Salads/Deli (West Side),Sliced Pineapple (vgn),Salads/Deli (West Side),Pasta Salad w/Chicken & Sundried Tomato,Salads/Deli (West Side)
Sliced Pineapple (vgn),Sliced Cantalope (vgn),Salads/Deli (West Side),Sliced Honeydew (vgn),Salads/Deli (West Side),Grapefruit Halves (vgn),Salads/Deli (West Side),Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side)
Banana Nut Bread (w/nuts) (v),Chocolate Cherry Bread (v),Bakery,Whole Wheat Sourdough Bread (v),Bakery,Pesto Rolls (v),Bakery,Cinnamon Roll (v),Bakery
Chocolate Chip Scone (v),Ginger Cookie (v),Bakery,Fresh Strawberry Pie,Bakery,Chocolate Chip Cake (v),Bakery,Pecan Pie Bar (w/nuts) (v),Bakery
Spicy Black Bean Soup (vgn),Minestrone Soup (vgn),Blue Plate Special,Lentil Soup (vgn),Blue Plate Special,Potato Leek Soup (v),Blue Plate Special,New England Clam Chowder,Blue Plate Special
Grilled Chicken with Ginger,Chicken Gravy,Blue Plate Special,Roast Beef,Blue Plate Special,Char Grilled Pork Chop,Blue Plate Special,Eggplant Parmesan Casserole (v),Blue Plate Special
Cheesy Pasta Casserole (v),Italian Vegetable Stir Fry (vgn),Blue Plate Special,Lasagna,Blue Plate Special,Spinach and Matzo Walnut Lasagna(w/nuts),Blue Plate Special,Mediterranean Orzo Pasta (v),Blue Plate Special
Roasted Potato Wedges (vgn),Vegetable Medley (vgn),Blue Plate Special,Spinach Rice Casserole (v),Blue Plate Special,Green Beans (vgn),Blue Plate Special,Baked Sweet Potato (vgn),Blue Plate Special
Chicken Chile Verde Tostada,Chile Relleno Casserole (v),Taqueria (East Side),Chicken Chimichanga,Taqueria (East Side),Chipotle Bean Flauta (vgn),Taqueria (East Side),Chicken Entomatadas,Taqueria (East Side)
Quesadilla w/Roasted Poblano Chile (v),Bean and Cheese Hard Shell Taco (v),Taqueria (East Side),Potato Vegetable Taco (vgn),Taqueria (East Side),Chicken Mole Taco,Taqueria (East Side),Vegetable Corn Taco (vgn),Taqueria (East Side)
Pinto Beans (vgn),Black Beans (vgn),Taqueria (East Side),Chicken and Rice Tostada,Taqueria (East Side),Vegetable Empanada (v),Taqueria (East Side),Rice with Cilantro & Onions (vgn),Taqueria (East Side)
Teriyaki Beef Stir Fry,Sesame Chicken Stir Fry w/Brown Rice,To Order,Spaghetti Pasta (vgn),To Order,Tofu Stir Fry w/Black Bean Sauce/B. Rice,To Order,Chicken & Veggie Stir Fry w/Brown Rice,To Order
Chinese Vegetable Stir Fry (vgn),Orange Chicken Stir Fry,To Order,Sweet & Sour Chicken Stir Fry,To Order,Penne with Chicken & Mushrooms,To Order,Wheat Penne Pasta (vgn),To Order
Spinach Salad,Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side),Broccoli Almond Salad (w/nuts) (v),Salads/Deli (West Side),Egg Salad (v),Salads/Deli (West Side),Chinese Chicken Salad (w/nuts),Salads/Deli (West Side)
Sourdough Rounds (vgn),Snickerdoodle (v),Bakery,Cream Cheese Strudel (v),Bakery,Rocky Road Tart (w/nuts),Bakery,Macaroon (w/nuts) (v),Bakery
Kahlua Chocolate Cake (v),White Cake with Chocolate Frosting (v),Bakery,Raspberry Cream Coffee Cake (w/nuts) (v),Bakery,Spice & Walnut Cake (w/nuts) (v),Bakery,Bran Muffin (v),Bakery
Beef Noodle Soup,Chicken Vegetable Soup,Blue Plate Special,New England Clam Chowder,Blue Plate Special,Potato Leek Soup (v),Blue Plate Special,Lentil Soup (vgn),Blue Plate Special
Grilled Turkey & Jack on Sourdough,Herb & Garlic Crusted Tilapia,Blue Plate Special,Bok Choy with Garlic & Ginger (vgn),Blue Plate Special,Baby Carrots with Tarragon (vgn),Blue Plate Special,Steamed Carrots & Zucchini (vgn),Blue Plate Special
Sauteed Crookneck Squash (vgn),Carrots with Tarragon (vgn),Blue Plate Special,Fresh Sauteed Carrots (vgn),Blue Plate Special,Fresh Broccoli Spears (vgn),Blue Plate Special,Steamed Zucchini (vgn),Blue Plate Special
Canadian Bacon Pizza,Mushroom Pizza (v),Pizza,Tomato Basil Pizza (v),Pizza,Cheese Pizza (v),Pizza,Roasted Tomato & Basil Pizza (v),Pizza
Cheese Pizza (v),Roasted Tomato & Basil Pizza (v),Pizza,Tomato Basil Pizza (v),Pizza,Canadian Bacon Pizza,Pizza,Mushroom Pizza (v),Pizza
Texas French Toast (v),Multi-Grain Waffle (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe),Egg and Cheese Biscuit (v),Grill (Cafe),Sausage & Cheese Biscuit,Grill (Cafe)
Bacon,Matzo Brei w/Apples (v),Grill (Cafe),Grilled Ham,Grill (Cafe),Sausage Link,Grill (Cafe),Grilled Cheddar on Wheat (v),Grill (Cafe)
Beet & Tomato Salad (vgn),Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side),Broccoli Almond Salad (w/nuts) (v),Salads/Deli (West Side),Egg Salad (v),Salads/Deli (West Side),Chinese Chicken Salad (w/nuts),Salads/Deli (West Side)
Pinch Bread (v),Sundried Tomato Roll (v),Bakery,Rosemary Bread (v),Bakery,Chocolate Bread (v),Bakery,Swirled Herb Bread (v),Bakery
Curried Chicken Soup,French Onion Soup (vgn),Blue Plate Special,Vegetable Beef Soup,Blue Plate Special,Hearty Vegetable Soup (vgn),Blue Plate Special,Matzo Ball Soup,Blue Plate Special
Roast Beef,Char Grilled Pork Chop,Blue Plate Special,Grilled Chicken with Ginger,Blue Plate Special,Chicken Gravy,Blue Plate Special,Cauliflower & Red Bell Pepper (vgn),Blue Plate Special
Mashed Potatoes (v),Fresh Spinach with Garlic (vgn),Blue Plate Special,Steamed Red Potatoes with Parsley (vgn),Blue Plate Special,Fresh Corn on the Cob (vgn),Blue Plate Special,Fresh Vegetable Medley (vgn),Blue Plate Special
Beef Gravy,Buttermilk Fried Chicken,Blue Plate Special,Carrots & Broccoli (vgn),Blue Plate Special,Steamed Carrots & Zucchini (vgn),Blue Plate Special,Bok Choy with Garlic & Ginger (vgn),Blue Plate Special
Fresh Steamed Carrots (vgn),Patty Melt,Blue Plate Special,Cauliflower & Red Bell Pepper (vgn),Blue Plate Special,Roasted Cauliflower w/Garlic (vgn),Blue Plate Special,Char Grilled Pork Chop,Blue Plate Special
Chicken Sope,Beef Nachos,Taqueria (East Side),Beef Birria,Taqueria (East Side),Vegetarian Morisqueta (v),Taqueria (East Side),Beef Fajita,Taqueria (East Side)
Bean and Rice Burrito (vgn),"Potato ""Chorizo"" Burrito (vgn)",Taqueria (East Side),Beef and Bean Burrito,Taqueria (East Side),Chicken Fried Taco,Taqueria (East Side),Bean & Rice Wet Burrito (vgn),Taqueria (East Side)
Black Bean Salsa (vgn),Papaya Salsa (vgn),Taqueria (East Side),Ranchero Salsa (vgn),Taqueria (East Side),Fire Roasted Tomato Salsa (vgn),Taqueria (East Side),Avocado Salsa (vgn),Taqueria (East Side)
Fettuccine Pasta (vgn),Wheat Pasta w/Tomato & Basil (vgn),To Order,Lemon Ginger Tofu Stir Fry (vgn),To Order,Veggie Stir Fry w/Thai Chili Sauce (vgn),To Order,Spicy Veg. Stir Fry w/Brown Rice (vgn),To Order
White Clam Sauce,Creamy Bolognese Sauce,To Order,Creamy Pesto Sauce (v),To Order,Mushroom Marinara Sauce (vgn),To Order,Meat Sauce,To Order
Pasta Primavera (vgn),Pasta Carbonara,To Order,Sweet & Sour Tofu Stir Fry (vgn),To Order,Spicy Vegetable Stir Fry (vgn),To Order,Ginger Beef Stir Fry,To Order
Tangy Cool Noodle Salad (vgn),Black Bean Salad (vgn),Salads/Deli (West Side),Caponata Salad (vgn),Salads/Deli (West Side),Three Bean Salad (vgn),Salads/Deli (West Side),Greek Salad (v),Salads/Deli (West Side)
Graham Bread (v),Cinnamon Roll (v),Bakery,Pesto Bread (v),Bakery,Chocolate Cherry Bread (v),Bakery,Whole Wheat Sourdough Bread (v),Bakery
French Crumb Apple Pie (vgn),Cream Cheese Pie (v),Bakery,Lemon & Walnut Sponge Cake (w/nuts) (v),Bakery,Lemon Scone (vgn),Bakery,Mexican Chocolate Cake (v),Bakery
Banana Pancakes (v),Blueberry Pancake (v),Grill (Cafe),Veggie Burger on Whole Wheat Bun (vgn),Grill (Cafe),Grilled Turkey Burger on Wheat Bun,Grill (Cafe),Pancakes (v),Grill (Cafe)
Grilled Ham,Sausage Link,Grill (Cafe),Sausage Patty,Grill (Cafe),Bacon,Grill (Cafe),Grilled Cheese on Sourdough (v),Grill (Cafe)
Chocolate Chip Scone (vgn),Boston Cream Pie (v),Bakery,Zebra Bar (w/nuts) (v),Bakery,Carrot Cake w/Cream Cheese (w/nuts) (v),Bakery,Lemon Scone (vgn),Bakery
Italian Chopped Sandwich,Turkey Sub Sandwich,Blue Plate Special,Chipotle Beef Wrap,Blue Plate Special,Chicken Caesar Sandwich on Focaccia,Blue Plate Special,Chicken Philly Sandwich,Blue Plate Special
Chicken Chile Verde Burrito,Roasted Vegetable Quesadilla (v),Taqueria (East Side),Broccoli & Cauliflower Quesadilla (v),Taqueria (East Side),Turkey Chorizo Quesadilla,Taqueria (East Side),Potato Taco (vgn),Taqueria (East Side)
Potato Taco (vgn),Turkey Chorizo Quesadilla,Taqueria (East Side),Broccoli & Cauliflower Quesadilla (v),Taqueria (East Side),Grilled Vegetable Soft Taco (vgn),Taqueria (East Side),Chicken Chile Verde Burrito,Taqueria (East Side)
Chicken Garlic Pesto Pizza,Veggie Pizza w/Cilantro Pesto (vgn),Pizza,Three Cheese Pizza on Wheat (v),Pizza,Pepperoni Pizza,Pizza,Mexican Pizza (vgn),Pizza
Sesame Chicken Stir Fry w/Brown Rice,Teriyaki Beef Stir Fry,To Order,Chicken & Veggie Stir Fry w/Brown Rice,To Order,Pork Stir Fry with Green Beans,To Order,Greek Pasta w/Feta Tomato & Spinach (v),To Order
Vegetable Chop Suey (vgn),Brown Rice (vgn),To Order,Vegetable Tagine (vgn),To Order,Chinese Chicken w/Spring Vegetables,To Order,Wild Rice Blend (vgn),To Order
Grilled Chicken Breast Sandwich,Chorizo Breakfast Burrito,Grill (Cafe),Vegetable Breakfast Burrito (v),Grill (Cafe),Black Bean Burger (vgn),Grill (Cafe),Chipotle Bean Burger (vgn),Grill (Cafe)
Egg Salad (v),Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side),Marinated Green Beans Salad (vgn),Salads/Deli (West Side),Spinach Salad,Salads/Deli (West Side),Chinese Chicken Salad (w/nuts),Salads/Deli (West Side)
Three Grain Roll (v),Whole Wheat Sunflower Roll (v),Bakery,Cheese Bread (v),Bakery,Garlic French Bread (v),Bakery,Roasted Garlic Roll (v),Bakery
Killer Brownie (v),Cranberry Orange Muffin (v),Bakery,Banana Chocolate Chip Cookie (vgn),Bakery,German Apple Cake (w/nuts) (v),Bakery,Peanut Butter Bar (w/nuts) (v),Bakery
Tortilla Soup (vgn),Split Pea Soup (vgn),Blue Plate Special,Pozole Soup with Condiments,Blue Plate Special,Tomato Basil Soup (v),Blue Plate Special,Vegetable Soup (vgn),Blue Plate Special
Turkey Hard Taco,Black Bean & Rice Quesadilla (v),Taqueria (East Side),Carnitas Taco,Taqueria (East Side),Italian Fish Taco,Taqueria (East Side),Calabacitas Taco (vgn),Taqueria (East Side)
Chicken Chow Mein,Cheese Tortellini with Marinara,To Order,Spicy Basil Beef,To Order,Whole Grain Rotini (vgn),To Order,Kung Pao Pork with Peanuts (w/nuts),To Order
Marinated Green Beans Salad (vgn),Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side),Arugula Salad with Almond (w/nuts) (vgn),Salads/Deli (West Side),Spinach Salad,Salads/Deli (West Side),Chinese Chicken Salad (w/nuts),Salads/Deli (West Side)
Hawaiian Sweet Bread (v),Whole Wheat Bread (v),Bakery,Wheat Germ Roll (v),Bakery,Cracked Wheat Bread (v),Bakery,Onion Roll (v),Bakery
French Peach Crumb Pie (vgn),Fresh Strawberry Pie,Bakery,Chocolate Chip Cake (v),Bakery,Strawberry Shortcake (v),Bakery,Strawberry Muffin (v),Bakery
Strawberry Muffin (v),Fresh Strawberry Pie,Bakery,Chocolate Chip Cake (v),Bakery,Strawberry Shortcake (v),Bakery,French Peach Crumb Pie (vgn),Bakery
Pozole Soup with Condiments,Tomato Basil Soup (v),Blue Plate Special,Vegetable Noodle Soup (vgn),Blue Plate Special,Tortilla Soup (vgn),Blue Plate Special,Split Pea Soup (vgn),Blue Plate Special
Shaved Turkey on Wheat,Baked Ono with Garlic & Herb,Blue Plate Special,Herbed Rotisserie Chicken w/Beet Dip,Blue Plate Special,Kale/Peppers and Garlic (vgn),Blue Plate Special,Crookneck Squash & Herbs (vgn),Blue Plate Special
Sauteed Zucchini with Garlic (vgn),Grilled Cajun Chicken Breast,Blue Plate Special,Eggplant Parmesan Casserole (v),Blue Plate Special,Chicken Gravy,Blue Plate Special,Mushroom Gravy,Blue Plate Special
Chicken Mole Taco,Vegetable Corn Taco (vgn),Taqueria (East Side),Chicken Bean & Rice Burrito,Taqueria (East Side),Bean and Cheese Hard Shell Taco (v),Taqueria (East Side),Quesadilla w/Roasted Poblano Chile (v),Taqueria (East Side)
Chipotle Tempeh Tacos (vgn),Beef Hard Shell Taco,Taqueria (East Side),Fish Taco,Taqueria (East Side),Bean and Cheese Burrito (v),Taqueria (East Side),BBQ Chicken Quesadilla,Taqueria (East Side)
Yellow Rice (vgn),Refried Beans (vgn),Taqueria (East Side),Spanish Rice (vgn),Taqueria (East Side),Grilled Vegetable Tostada (vgn),Taqueria (East Side),Rice with Cilantro & Lime (vgn),Taqueria (East Side)
Refried Black Beans (vgn),Bean & Rice Tostada (vgn),Taqueria (East Side),Black Bean & Rice Tostada (vgn),Taqueria (East Side),Corn Tortilla (vgn),Taqueria (East Side),Rice with Cilantro & Onions (vgn),Taqueria (East Side)
Bacon Jalapeno Pizza,Pesto Artichoke Pizza (v),Pizza,Three Cheese & Olive Pizza (v),Pizza,Pineapple Pizza on Wheat (v),Pizza,BBQ Chicken Pizza,Pizza
Cheese Pizza on Wheat Crust (v),Buffalo Chicken Pizza,Pizza,Vegetable Pizza on Wheat (v),Pizza,Pepperoni Pizza,Pizza,Three Cheese Pizza on Wheat (v),Pizza
Pasta Pronto (vgn),Sesame Chicken Stir Fry,To Order,Korean Beef Stir Fry with Rice,To Order,Tofu Vegetable Stir Fry (vgn),To Order,Sweet & Sour Chicken Stir Fry,To Order
Grilled Cheddar on White (v),Grilled Jack on Sourdough (v),Grill (Cafe),Chilaquiles de Queso (No Egg) (v),Grill (Cafe),Grilled Mozzarella & Tomato on Wheat (v),Grill (Cafe),Shoestring French Fries (vgn),Grill (Cafe)
Caponata Salad (vgn),Black Bean Salad (vgn),Salads/Deli (West Side),Tangy Cool Noodle Salad (vgn),Salads/Deli (West Side),Three Bean Salad (vgn),Salads/Deli (West Side),Greek Salad (v),Salads/Deli (West Side)
Cheesecake Cookie (v),Fresh Strawberry Pie,Bakery,Pecan Pie Bar (w/nuts) (v),Bakery,Strawberry Shortcake (v),Bakery,Strawberry Muffin (v),Bakery
Miso Soup (vgn),Chili Style Lentil Soup (vgn),Blue Plate Special,Manhattan Clam Chowder,Blue Plate Special,White Bean Basque Soup (vgn),Blue Plate Special,Far East Vegetable Soup (vgn),Blue Plate Special
Buttermilk Fried Chicken,Beef Gravy,Blue Plate Special,Carrots & Broccoli (vgn),Blue Plate Special,Steamed Carrots & Zucchini (vgn),Blue Plate Special,Bok Choy with Garlic & Ginger (vgn),Blue Plate Special
Fresh Corn on the Cob (vgn),Fresh Vegetable Medley (vgn),Blue Plate Special,Mashed Potatoes (v),Blue Plate Special,French Cut Green Beans (vgn),Blue Plate Special,Fresh Spinach with Garlic (vgn),Blue Plate Special
Chicken Gravy,Grilled Chicken with Ginger,Blue Plate Special,Char Grilled Pork Chop,Blue Plate Special,Roast Beef,Blue Plate Special,Eggplant Parmesan Casserole (v),Blue Plate Special
Pork Morisqueta,Huevos Rancheros (v),Taqueria (East Side),Chicken Nachos,Taqueria (East Side),Beef Fajita,Taqueria (East Side),Vegetarian Morisqueta (v),Taqueria (East Side)
Black Bean & Rice Tostada (vgn),Bean & Rice Tostada (vgn),Taqueria (East Side),Corn Tortilla (vgn),Taqueria (East Side),Rice with Cilantro & Onions (vgn),Taqueria (East Side),Refried Black Beans (vgn),Taqueria (East Side)
Goan Beef Curry w/Coconut Milk,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),To Order,Kung Pao Pork with Peanuts (w/nuts),To Order,Beef Pad Thai with Peanuts (w/nuts),To Order,Whole Grain Rotini (vgn),To Order
Panfried Noodles with Vegetables (v),Chicken Fried Rice,To Order,Vegetable Pad Thai with Peanut(w/nut)(v),To Order,Garden Vegetable Marinara Sauce (vgn),To Order,Farfalle with Roasted Vegetables (vgn),To Order
Arugula Salad with Almond (w/nuts) (vgn),Kale Arugula Salad with Cranberry (vgn),Salads/Deli (West Side),Chinese Chicken Salad (w/nuts),Salads/Deli (West Side),Egg Salad (v),Salads/Deli (West Side),Beet & Tomato Salad (vgn),Salads/Deli (West Side)
Whole Wheat Bread (v),Wheat Germ Roll (v),Bakery,Hawaiian Sweet Bread (v),Bakery,Cracked Wheat Bread (v),Bakery,Graham Bread (v),Bakery
German Apple Cake w/Crm Chse (w/nuts) (v,Cinnamon and Sugar Muffin (v),Bakery,Sticky Bun (w/nuts) (v),Bakery,Coconut Chiffon Cake (v),Bakery,French Peach Crumb Pie (w/nuts) (vgn),Bakery
Whole Wheat French Toast (v),Egg and Cheese Biscuit (v),Grill (Cafe),Sausage & Cheese Biscuit,Grill (Cafe),Waffle (v),Grill (Cafe),Texas French Toast (v),Grill (Cafe)
Herb & Garlic Crusted Tilapia,Baby Carrots with Tarragon (vgn),Blue Plate Special,Crookneck Squash & Herbs (vgn),Blue Plate Special,Grilled Turkey & Jack on Sourdough,Blue Plate Special,Kale/Peppers and Garlic (vgn),Blue Plate Special
Chicken Chimichanga,Chile Relleno Casserole (v),Taqueria (East Side),Chipotle Bean Flauta (vgn),Taqueria (East Side),Chicken Chile Verde Tostada,Taqueria (East Side),Chicken Entomatadas,Taqueria (East Side)
Bean and Cheese Hard Shell Taco (v),Chicken Mole Taco,Taqueria (East Side),Vegetable Corn Taco (vgn),Taqueria (East Side),Chicken Bean & Rice Burrito,Taqueria (East Side),Quesadilla w/Roasted Poblano Chile (v),Taqueria (East Side)
Fire Roasted Tomato Salsa (vgn),Avocado Salsa (vgn),Taqueria (East Side),Ranchero Salsa (vgn),Taqueria (East Side),Roasted Chile Negro Salsa (vgn),Taqueria (East Side),Black Bean Salsa (vgn),Taqueria (East Side)
Chicken Mushroom Pizza,Olive Pizza (v),Pizza,Mushroom Pizza (v),Pizza,Canadian Bacon Pizza,Pizza,Greek Pizza (v),Pizza
Pineapple Pizza (v),Vegetable & Jalapeno Pizza on Wheat (v),Pizza,Three Cheese & Olive Pizza (v),Pizza,Pineapple Pizza on Wheat (v),Pizza,BBQ Chicken Pizza,Pizza
Korean Spicy Chicken Stew,Turkey Marinara,To Order,Penne with Chicken & Mushrooms,To Order,Wild Rice Blend (vgn),To Order,Wheat Penne Pasta (vgn),To Order
Dragon Noodles (vgn),Chicken Madras,To Order,Whole Grain Rotini w/Tomato & Garlic(vgn,To Order,Sesame Beef with Broccoli,To Order,Beef Pad Thai with Peanuts (w/nuts),To Order
Black Bean Salad (vgn),Caponata Salad (vgn),Salads/Deli (West Side),Tangy Cool Noodle Salad (vgn),Salads/Deli (West Side),Three Bean Salad (vgn),Salads/Deli (West Side),Greek Salad (v),Salads/Deli (West Side)
Whole Wheat Roll (v),Garlic Roll (v),Bakery,Sourdough Roll (v),Bakery,Sesame Bread (v),Bakery,Roasted Garlic Roll (v),Bakery
Mint Chocolate Chip Cookie (vgn),Donut Muffin (v),Bakery,Strawberry Shortcake (v),Bakery,Chocolate Flan Cake (v),Bakery,Pecan Pie Bar (w/nuts) (v),Bakery
Split Pea Soup (vgn),Vegetable Soup (vgn),Blue Plate Special,Tortilla Soup (vgn),Blue Plate Special,Pozole Soup with Condiments,Blue Plate Special,Tomato Basil Soup (v),Blue Plate Special
Cacciatora Chicken,Sauteed Squash with Herbs (vgn),Blue Plate Special,Buffalo Chicken Drumstick,Blue Plate Special,Herb Chicken Quarters,Blue Plate Special,Roasted Carrots with Garlic (vgn),Blue Plate Special
Green Beans (vgn),Baked Sweet Potato (vgn),Blue Plate Special,Steamed Vegetables & Rice (vgn),Blue Plate Special,Mixed Vegetables (vgn),Blue Plate Special,Wild Rice Pilaf (vgn),Blue Plate Special
Beef and Bean Burrito,"Potato ""Chorizo"" Burrito (vgn)",Taqueria (East Side),Chicken Soft Taco,Taqueria (East Side),Chicken Fried Taco,Taqueria (East Side),Bean & Rice Wet Burrito (vgn),Taqueria (East Side)
Chile Relleno Casserole (v),Chicken Chile Verde Tostada,Taqueria (East Side),Chicken Chimichanga,Taqueria (East Side),Chipotle Bean Flauta (vgn),Taqueria (East Side),Chicken Entomatadas,Taqueria (East Side)
Chicken & Vegetables w/Alfredo Sauce,Vegetable Fried Rice (vgn),To Order,Long Grain Rice (vgn),To Order,Vegetable Lo Mein (vgn),To Order,Chicken Fried Rice,To Order
Whole Grain Rotini w/Tomato & Garlic(vgn,Sesame Beef with Broccoli,To Order,Dragon Noodles (vgn),To Order,Chicken Madras,To Order,Chicken Pad Thai with Peanut (w/nuts),To Order
Kale Arugula Salad with Cranberry (vgn),Couscous Salad with Tomato & Herb (vgn),Salads/Deli (West Side),Asian Spinach Salad (vgn),Salads/Deli (West Side),Arugula Salad with Almond (w/nuts) (vgn),Salads/Deli (West Side),Marinated Green Beans Salad (vgn),Salads/Deli (West Side)
Garlic Roll (v),Whole Wheat Roll (v),Bakery,Sourdough Roll (v),Bakery,Roasted Garlic Roll (v),Bakery,Sesame Bread (v),Bakery
Carrot Cake w/Cream Cheese (w/nuts) (v),Chocolate Chip Scone (v),Bakery,Boston Cream Pie (v),Bakery,Fresh Strawberry Pie,Bakery,Cheesecake Cookie (v),Bakery
