Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Black Bottom Banana Cream Pie (v),Pecan Pie Bar (w/nuts) (v),Bakery,Orange Scone (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery,Brownie (w/nuts) (v),Bakery
Thick French Toast (v),French Toast (v),Grill (Cafe),Make Your Own Waffle (v),Grill (Cafe),Whole Wheat French Toast (v),Grill (Cafe),Oatmeal (vgn),Grill (Cafe)
Chicken Sausage Patty,Eggs Benedict,Grill (Cafe),Croissant with Ham & Cheese,Grill (Cafe),Matzo Brei (v),Grill (Cafe),Denver Omelet,Grill (Cafe)
Chocolate Chip Banana Bread Pudding (v),Parmesan Herb Bread (v),Bakery,Onion Bread (v),Bakery,Garlic Roll (v),Bakery,Whole Wheat Roll (vgn),Bakery
Vietnamese Vermicelli Shrimp,African Spiced Seitan (vgn),Mongolian Grill,Carnitas Tortas,Mongolian Grill,Sesame Beef with Broccoli,Mongolian Grill,Ground Beef Fajita,Mongolian Grill
Rice Noodles with Black Bean Sauce (vgn),Rice with Cilantro & Onions (vgn),Mongolian Grill,Vegetable Yakisoba (v),Mongolian Grill,Tofu Vegetable Coconut Curry (vgn),Mongolian Grill,Spicy Tofu w/Vegetables & Noodles (vgn),Mongolian Grill
Chicken Spinach & Mushroom Lasagna,Penne Arrabiata with Chicken,Euro,Stir Fry Vegetables (vgn),Euro,Chicken Chile Verde & Black Bean Burrito,Euro,Rotini Pasta (vgn),Pasta
Fresh Herb Polenta with Marinara (v),Sauteed Zucchini Sticks (vgn),Euro,Mahi Mahi Veracruz,Euro,Chicken Tikka Masala,Euro,Steamed Zucchini (vgn),Euro
Chickpea Vegetable Soup (vgn),Cream of Parsley Soup w/Horseradish (v),Grill (Cafe),Chicken Noodle Soup,Grill (Cafe),Thai Tom Ka Soup w/Tofu (vgn),Grill (Cafe),Danish Cauliflower Cheese Soup (v),Grill (Cafe)
Grilled Chicken Burger,Grass Fed Burger,Grill (Cafe),Black Bean Burger (vgn),Grill (Cafe),Cheeseburger,Grill (Cafe),Corn Quesadilla (v),Grill (Cafe)
Corn Dogs,Fried Potatoes with Onions (vgn),Grill (Cafe),Chicken Chile Verde and Corn Tortillas,Grill (Cafe),Baked Sweet Potato (vgn),Grill (Cafe),Black Beans (vgn),Grill (Cafe)
Pao de Queijo (v),Pan con Queso y Jalapeno,Bakery,Pumpkin Crisp (v),Bakery,Caramel Flan (v),Bakery,Apple Matzo Kugel (w/nuts) (v),Bakery
Zebra Bar (w/nuts) (v),Cookies 'n Cream Cake (v),Bakery,Cream Cheese Pie (v),Bakery,Chocolate Matzo Cake Passover Friendl(v),Bakery,Cowboy Cookie Bar (v),Bakery
Chocolate Peanut Butter Cupcake(w/nut)(v,Dried Cranberry Coconut Scone (v),Bakery,Blueberry Scone (vgn),Bakery,Date and Cashew Bar (w/nuts) (vgn),Bakery,Pumpkin & Walnut Muffin (w/nuts) (vgn),Bakery
Coleslaw (v),Sliced Ham,Deli,Sliced Provolone Cheese (v),Deli,Sliced Turkey Pastrami,Deli,Sliced Genoa Salami,Deli
Kung Pao Chicken with Peanuts (w/nuts),Lemon Ginger Chicken,Mongolian Grill,Tofu Peanut Veggie Kung Pao(w/nut)(vgn),Mongolian Grill,Cucumber Tzatziki (v),Mongolian Grill,Sweet and Sour Pork,Mongolian Grill
Broccoli Garlic Soup (vgn),Vegetable Beef Soup,Mongolian Grill,Matzo Ball Soup,Mongolian Grill,Far East Vegetable Soup (vgn),Mongolian Grill,Beef Albondigas Soup,Mongolian Grill
Cilantro Lime Salmon,Rotisserie Pork Loin,Euro,Indian Chicken Coconut Curry,Euro,BBQ Pork Spare Ribs,Euro,Roasted Beets (vgn),Euro
Black Bean Enchilada (v),Philly Cheese Steak Sandwich,Euro,Roast Beef Sandwich with Gravy,Euro,BBQ Chicken Sandwich,Euro,Spicy Meatball Sandwich,Euro
Spanish Corn (v),Polenta with Vegetables (vgn),Euro,Green Beans (vgn),Euro,Potato Gorda with Corn (v),Euro,Potato Vegetable Kugel (v),Euro
Fusilli with Roasted Vegetables (v),Jasmine Rice (vgn),Pasta,Garden Vegetable Marinara (vgn),Pasta,White Navy Beans (vgn),Pasta,Pinto Beans (vgn),Pasta
Pumpkin Pie (v),Raspberry White Chocolate Muffin (v),Bakery,Yellow Cake with Mocha Frosting (v),Bakery,Bran Muffin (v),Bakery,Coconut Poke Cake (v),Bakery
Graham Bread (v),Pesto Roll (v),Bakery,Cranberry Orange Bread (w/nuts) (v),Bakery,Sourdough Bread (vgn),Bakery,Roasted Garlic Bread (v),Bakery
Home Fried Potatoes (vgn),Mexican Crispy Roasted Potatoes (v),Grill (Cafe),Mexican Rice (vgn),Grill (Cafe),Potatoes O'Brien (vgn),Grill (Cafe),Ginger Basmati Rice (vgn),Grill (Cafe)
Chicken Stir Fry with Green Beans,Chicken & Vegetable Stir Fry,Mongolian Grill,Vegetable Stir Fry (vgn),Mongolian Grill,Stir Fry Noodles with Vegetables (vgn),Mongolian Grill,Spicy Stir Fry Sauce (vgn),Mongolian Grill
Bermuda Salad (v),Japanese Potato Salad,Salads,Passover Quinoa Salad (vgn),Salads,Caesar Salad,Salads,Crunchy Fruit Salad (v),Salads
Smoked Pork Loin and Gouda Sandwich,Asian Fish Taco,Euro,Quesadilla (v),Euro,Vegetable Taco (v),Euro,Chicken Enchilada,Euro
Red Salsa (vgn),Boneless Breaded Cajun Pork Chop,Euro,Fire Roasted Tomato Chipotle Salsa (vgn),Euro,Polenta with Marinara Sauce (vgn),Euro,Crispy Salmon Roll,Euro
Tomato Basil Pizza on White (v),Salami Pizza,Pizza,Pineapple & Jalapeno Pizza on White (v),Pizza,Tomato Basil Pizza on Wheat (v),Pizza,Quattro Formaggio Pizza on Wheat (v),Pizza
Gumbo Soup (vgn),Cream of Tomato Basil Soup (v),Grill (Cafe),Egg Drop Soup,Grill (Cafe),Greek Avgolemono Soup,Grill (Cafe),Carrot and Ginger Soup (vgn),Grill (Cafe)
Egyptian Fava Bean Falafel on Pita (v),Chilaquiles (No Egg) (v),Grill (Cafe),Krinkle Cut Fries (vgn),Grill (Cafe),Steak Fries (vgn),Grill (Cafe),Grilled Cheddar on Wheat (v),Grill (Cafe)
Falafel on Pita with Raita Sauce (v),Apple Crepe w/Caramel Sauce,Grill (Cafe),Chicharron en Salsa Verde,Grill (Cafe),Gumbo Soup (vgn),Grill (Cafe),Egg Drop Soup,Grill (Cafe)
Quinoa (vgn),Shoestring Fries (vgn),Grill (Cafe),Grilled Swiss & Tomato on Wheat (v),Grill (Cafe),Cage Free Scrambled Egg Whites (v),Grill (Cafe),Cage Free Eggs Scrambled (v),Grill (Cafe)
Irish Soda Bread (v),Rosemary Roll (v),Bakery,Focaccia Bread (vgn),Bakery,Rosemary Bread (v),Bakery,Garlic French Bread (v),Bakery
Cashew Veggie Tofu (w/nuts) (vgn),Orange Tofu (vgn),Mongolian Grill,Teriyaki Beef,Mongolian Grill,Chicken Pad Thai with Peanut (w/nuts),Mongolian Grill,Chicken Fajitas,Mongolian Grill
Miso Broth with Udon Noodles (v),Pollo Asado,Mongolian Grill,Beef Chow Mein,Mongolian Grill,Lamb Greek Gyro,Mongolian Grill,Cashew Chicken (w/nuts),Mongolian Grill
Pork Balchao,Beef Gravy,Euro,Fresh Cauliflower (vgn),Euro,Chamorro BBQ Chicken,Euro,Peas (vgn),Euro
North African Stew (vgn),Tomato Soup w/Fresh Vegetables (vgn),Euro,White Bean Basque Soup (vgn),Euro,Cabbage Soup (vgn),Euro,Matzo Gnocchi Soup,Euro
Basmati Rice (vgn),Mashed Potatoes (v),Euro,Sauteed Kale & Collard Greens (vgn),Euro,Ratatouille with White Beans (vgn),Euro,Rice Pilaf with Mushrooms (vgn),Euro
Tomato and Leek Marinara (vgn),Whole Wheat Spaghetti (vgn),Pasta,Fettuccine (vgn),Pasta,Baked Rigatoni (v),Pasta,Fettucine Alfredo,Pasta
Boston Cream Pie (v),Carrot Cake (w/nuts) (v),Bakery,Brownie Matzo (w/nuts) (v),Bakery,Bacon Cheddar Scone,Bakery,Oatmeal Raisin Cookie (v),Bakery
Matzo Gnocchi Soup,Yemenite Beef and Potato Stew,Euro,Cabbage Soup (vgn),Euro,White Bean Basque Soup (vgn),Euro,North African Stew (vgn),Euro
Asparagus w/Lemon & Matzo Salad (v),Asian Noodle Salad (vgn),Salads,French Potato Salad (vgn),Salads,Three Bean Salad (vgn),Salads,Quinoa Salad w/Lemon Herb Veggies (vgn),Salads
Matzo Brei (v),Chicken Sausage Patty,Grill (Cafe),Eggs Benedict,Grill (Cafe),Croissant with Ham & Cheese,Grill (Cafe),Denver Omelet,Grill (Cafe)
Cinnamon Coffee Cake (v),Mexican Wedding Cookie (w/nuts) (vgn),Bakery,White Choc Macadamia Cookie (w/nuts) (v),Bakery,Black Forest Cake (v),Bakery,Raspberry Swirl Coffee Cake (w/nuts)(vgn,Bakery
Chocolate Pistachio Biscotti (w/nuts)(v),Mocha Coconut Pudding (vgn),Bakery,Panna Cotta,Bakery,Chocoflan (v),Bakery,Apple Matzo Kugel (w/nuts) (v),Bakery
Teriyaki Beef,Orange Tofu (vgn),Mongolian Grill,Cashew Veggie Tofu (w/nuts) (vgn),Mongolian Grill,Chicken Pad Thai with Peanut (w/nuts),Mongolian Grill,Chicken Fajitas,Mongolian Grill
Tomato Basil & Garlic Sauce (vgn),Garlic & Caper Butter Sauce (v),Pasta,Fresh Basil Sauce (v),Pasta,Red Clam Sauce,Pasta,Marinara Sauce with Sausage,Pasta
Creamy Rosemary Sauce (v),Marinara Sauce (vgn),Pasta,Roasted Pepper Tomato Sausage Sauce,Pasta,Sun Dried Tomato Sauce (vgn),Pasta,Meat Sauce,Pasta
Banana Macadamia Nut Cake (w/nuts) (v),Confetti Cake (v),Bakery,Blueberry Muffin (vgn),Bakery,Ginger with Cardamom Scone (v),Bakery,Very Chocolate Cake w/Chocolate Icing(v),Bakery
Sliced Pastrami,Sliced Turkey,Deli,Sliced Pepper Jack Cheese (v),Deli,Sliced Ham,Deli,Coleslaw (v),Deli
Rotisserie Pork Loin,Indian Chicken Coconut Curry,Euro,Cilantro Lime Salmon,Euro,BBQ Pork Spare Ribs,Euro,Roasted Beets (vgn),Euro
Mixed Vegetables (vgn),Fresh Corn on the Cob (vgn),Euro,Indian Lentils w/Long Grain Rice (vgn),Euro,Potato Garlic Mashed (v),Euro,Baked Acorn Squash (v),Euro
Passover Quinoa Salad (vgn),Japanese Potato Salad,Salads,Caesar Salad,Salads,Bermuda Salad (v),Salads,Carrot & Raisin Salad (v),Salads
Banana Choc Chip Muffin (v),Brownie (w/nuts) (v),Bakery,Bibingka Filipino Coconut Cake (v),Bakery,Banana Coffee Cake (w/nuts) (v),Bakery,Sweet Rice Cake (w/nuts) (vgn),Bakery
Chicken General Tso's,Chicken Coconut & Peanut Curry (w/nuts),Mongolian Grill,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),Mongolian Grill,Valenciana Paella,Mongolian Grill,Beef Chop Suey,Mongolian Grill
Chinese Style Tofu & Vegetables (vgn),Chicken Fried Rice,Mongolian Grill,Chinese Chicken with Summer Vegetables,Mongolian Grill,Vegetable Fried Rice (v),Mongolian Grill,Pork Fried Rice,Mongolian Grill
Roast Beef,Steamed Carrots (vgn),Euro,Mushroom Gravy,Euro,Garlic Mushroom Turnover (v),Euro,Chili Black Bean (vgn),Euro
Beef Gravy,Pork Balchao,Euro,Fresh Cauliflower (vgn),Euro,Peas (vgn),Euro,Chamorro BBQ Chicken,Euro
Sauteed Zucchini Sticks (vgn),Fresh Herb Polenta with Marinara (v),Euro,Mahi Mahi Veracruz,Euro,Steamed Zucchini (vgn),Euro,Chicken Tikka Masala,Euro
Ratatouille with White Beans (vgn),Sauteed Kale & Collard Greens (vgn),Euro,Basmati Rice (vgn),Euro,Mashed Potatoes (v),Euro,Rice Pilaf with Mushrooms (vgn),Euro
Oven Browned Potatoes (vgn),Fresh Vegetable Medley (vgn),Euro,Roasted Potato Wedges (vgn),Euro,Refried Beans (vgn),Euro,Basmati Rice with Peas (vgn),Euro
Artichoke Pizza with Pesto on Wheat (v),Assorted Bell Pepper Pizza on Wheat (v),Pizza,Chorizo Pizza,Pizza,Vegetable Pizza on Wheat (v),Pizza,Olive Mushroom Pizza on Wheat (v),Pizza
Rosemary Roll (v),Irish Soda Bread (v),Bakery,Rosemary Bread (v),Bakery,Garlic French Bread (v),Bakery,Focaccia Bread (vgn),Bakery
Blueberry Scone (vgn),Dried Cranberry Coconut Scone (v),Bakery,Chocolate Peanut Butter Cupcake(w/nut)(v,Bakery,Date and Cashew Bar (w/nuts) (vgn),Bakery,Pumpkin & Walnut Muffin (w/nuts) (vgn),Bakery
Raspberry Scone (v),Chocolate Chip Scone (vgn),Bakery,Black and White Brownie (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Butterscotch Pecan Bar (w/nuts) (v),Bakery
Dried Cranberry Coconut Scone (v),Blueberry Scone (vgn),Bakery,Chocolate Peanut Butter Cupcake(w/nut)(v,Bakery,Date and Cashew Bar (w/nuts) (vgn),Bakery,Pumpkin & Walnut Muffin (w/nuts) (vgn),Bakery
Carnitas Tortas,Sesame Beef with Broccoli,Mongolian Grill,Ground Beef Fajita,Mongolian Grill,Vietnamese Vermicelli Shrimp,Mongolian Grill,African Spiced Seitan (vgn),Mongolian Grill
Chamorro BBQ Chicken,Peas (vgn),Euro,Fresh Cauliflower (vgn),Euro,Arni Psito (Roasted Lamb),Euro,Beef and Bean Tostada,Euro
Potato Vegetable Kugel (v),Polenta with Vegetables (vgn),Euro,Spanish Corn (v),Euro,Green Beans (vgn),Euro,Potato Gorda with Corn (v),Euro
Nicoise Pasta Salad,Fresh Garden Pasta Salad (vgn),Salads,Pasta Salad with Smoked Salmon,Salads,Pasta Salad with Spinach & Feta (v),Salads,Tossed Antipasta Salad,Salads
Jicama Pico De Gallo (vgn),Colorful Coleslaw (v),Salads,Mediterranian Couscous (w/nuts) (v),Salads,Esquites,Salads,Charoset (w/nuts) (v),Salads
Buffalo Chicken Pizza,Ham & Cheese Pizza,Pizza,Arugula & Artichoke Pizza on White (v),Pizza,Quattro Formaggio Pizza on Wheat (v),Pizza,Tomato Pesto Pizza on Wheat (v),Pizza
Chicken Vegetable Soup,Classic Miso Soup,Grill (Cafe),Beef Noodle Soup,Grill (Cafe),Danish Cauliflower Cheese Soup (v),Grill (Cafe),Classic French Onion Soup with Croutons,Grill (Cafe)
Chicken Taquito,Grilled Ham & Swiss on Sourdough,Grill (Cafe),Pozole with Condiments,Grill (Cafe),Grilled Turkey & Swiss on Sourdough,Grill (Cafe),Grilled Cheese on Sourdough (v),Grill (Cafe)
Potato Taquito (v),Baked Potato (vgn),Grill (Cafe),Black Beans (vgn),Grill (Cafe),Baked Sweet Potato (vgn),Grill (Cafe),Chicken Chile Verde and Corn Tortillas,Grill (Cafe)
Whole Wheat Cheese Onion Roll (v),Cheese Bread (v),Bakery,Bread Olive (vgn),Bakery,Cheese Onion Roll (v),Bakery,Olive Whole Wheat Bread (vgn),Bakery
Passover Crunchy Choc Matzo Bark (v),Chocolate Chip Scone (vgn),Bakery,Black and White Brownie (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Butterscotch Pecan Bar (w/nuts) (v),Bakery
Banana Chocolate Bar (vgn),Raspberry Swirl Coffee Cake (w/nuts)(vgn,Bakery,Black Forest Cake (v),Bakery,White Choc Macadamia Cookie (w/nuts) (v),Bakery,Chocolate Peanut Butter Cupcake(w/nut)(v,Bakery
Killer Brownie (v),Chocolate Chip Scone (vgn),Bakery,Black and White Brownie (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Butterscotch Pecan Bar (w/nuts) (v),Bakery
Butterscotch Pecan Bar (w/nuts) (v),Chocolate Chip Scone (vgn),Bakery,Black and White Brownie (v),Bakery,Chocolate Chip Cake Kahlua (v),Bakery,Killer Brownie (v),Bakery
Kahlua Espresso Chocolate Chip Cookie(v),Brownie w/Chocolate Icing (v),Bakery,Rice Krispie Treat,Bakery,Chocolate Flourless Cake (v),Bakery,Marble Cake with Chocolate Frosting (v),Bakery
Crispy Salmon Roll,Chicken Quarters with BBQ Sauce,Euro,Polenta with Marinara Sauce (vgn),Euro,Red Salsa (vgn),Euro,Boneless Breaded Cajun Pork Chop,Euro
Eggplant Parmesan Casserole (v),Patty Melt,Euro,Eggplant Parmigiano (v),Euro,Herb Stuffing,Euro,Couscous (vgn),Euro
